Unit2,Stimulus,ID.x,Region,Trial,Letter,StimSet,base_fr,stim_fr,basesd,stimsd,Z_score,stimID,Duration.s,FamUnfamSpecies,Species,FamUnfam,Clutch,Treatment,Age,DaysPostFledge,Mass,Date,No_reps,Hemisphere,Depth,ISI.check,Peak_V,Trough_V,Peak.to.Peak_s,Type,Quality,Exclude4PC,TroughBeforePeak,Notes,Accuracy.rcorr,Accuracy.count,Accuracy.cross_corr,normal_rcorr,normal_count,normal_cross_corr,Latency,p.value,sigYN,Peak2PeakRatio,Type0,TypeBN,TypeFL,RS_WN,pop_var_WN
D5_NCM_TRIAL9_A,4,D5,NCM,9,A,D5,1.6,1.529411765,1.594633859,1.061620954,-0.038424414,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.2,x,-0.5021,1.00E-04,0.0015,NA,Good,N,N,Inverted and fat,0.096384615,0.584230769,0.332769231,-0.103615385,0.384230769,0.132769231,0.04,0.977330935,N,0.000199164,Broad,Broad,NCM,-0.070588235,3.378177624
D5_NCM_TRIAL9_B,4,D5,NCM,9,B,D5,5.866666667,5.68627451,2.875181154,2.021469866,-0.052062445,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.2,x,0.588,-0.206,0.000545,NA,Bad,N,N,Might not be auditory,0.178230769,0.228461538,0.217769231,-0.021769231,0.028461538,0.017769231,NA,0.798193348,N,0.350340136,Broad,Broad,NCM,-0.180392157,11.97391772
D5_NCM_TRIAL9_C,4,D5,NCM,9,C,D5,4.066666667,4.941176471,1.94446712,2.059423682,0.305517866,WN,1.7,WN_WN,WN,WN,D,normal,23,3,12,12/21/22,15,R,1.2,ok,0.733,-0.455,0.00018,NA,Good,N,N,,0.126153846,0.588384615,0.184615385,-0.073846154,0.388384615,-0.015384615,0.095,0.33026123,N,0.620736698,NS2,Narrow,NCM,0.874509804,8.146189927
F1_FL_TRIAL1_A,2,F1,FL,1,A,F1,8.153846154,9.095022624,4.317525407,4.572972254,0.233773,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,0.94,x,-0.3728,0.1335,0.00024,NA,Bad,N,N,Inverted,0.103333333,0.531,0.177333333,-0.096666667,0.331,-0.022666667,NA,0.587890625,N,0.358100858,Field L,Field L,Narrow,0.94117647,17.77056163
F1_FL_TRIAL1_B,2,F1,FL,1,B,F1,5.230769231,5.20361991,6.247050586,1.873233945,-0.004924535,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,0.94,x,0.3586,-0.0661,0.0002999,NA,Bad,N,Y,Trough before peak,0.16825,0.498416667,0.23,-0.03175,0.298416667,0.03,NA,0.2734375,N,0.184327942,Field L,Field L,Narrow,-0.027149321,31.07618599
F1_FL_TRIAL2_A,2,F1,FL,2,A,F1,2.153846154,3.167420814,1.28102523,1.529005631,0.570180712,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,0.99,ok,0.3921,-0.1178,0.00036,NA,Bad,N,Y,Trough before peak,0.1395,0.414,0.203,-0.0605,0.214,0.003,0.055,0.094238281,N,0.300433563,Field L,Field L,Narrow,1.01357466,3.199443091
F1_FL_TRIAL2_B,2,F1,FL,2,B,F1,3.692307692,5.701357466,2.056883378,2.112529429,0.708209637,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,0.99,x,-0.4242,0.1825,0.00023998,NA,Good,N,N,Inverted,0.224666667,0.36175,0.264333333,0.024666667,0.16175,0.064333333,0.03,0.058939678,N,0.430221594,Field L,Field L,Narrow,2.009049774,8.045699311
F1_FL_TRIAL3_A,2,F1,FL,3,A,F1,1.333333333,2.696078431,1.556997888,2.476162966,0.822571613,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,1.04,x,-0.513,0.368,0.00024,NA,Bad,Y,N,"Unit is lost after 621s, inverted",0.214727273,0.325909091,0.279545455,0.014727273,0.125909091,0.079545455,0.11,0.068080133,N,0.717348928,Field L,Field L,Narrow,1.362745098,3.169454057
F1_FL_TRIAL3_B,2,F1,FL,3,B,F1,3.25,2.5,4.180582821,1.399343755,-0.181685881,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,1.04,x,0.3974,-0.0538,0.0001259,NA,Good,N,N,,0.164090909,0.584454545,0.330454545,-0.035909091,0.384454545,0.130454545,NA,0.783571125,N,0.13537997,Field L,Field L,Narrow,-0.75,17.10503172
F1_NCM_TRIAL4_A,2,F1,NCM,4,A,F1,3.416666667,3.18627451,2.234373344,2.35906067,-0.083273322,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,1.17,x,-0.274,0.03645,0.00084,NA,Good,N,N,Inverted and fat,0.146272727,0.485454545,0.468727273,-0.053727273,0.285454545,0.268727273,NA,0.783571125,N,0.133029197,Broad,Broad,NCM,-0.230392157,7.823217033
F1_NCM_TRIAL4_B,2,F1,NCM,4,B,F1,3.25,3.137254902,2.301185465,1.651128154,-0.04792233,WN,1.7,WN_WN,WN,WN,F,Isolate,22,3,12.9,5/12/22,15,R,1.17,x,0.2844,-0.099,0.00066,NA,Good,N,N,Fat,0.081636364,0.504363636,0.222636364,-0.118363636,0.304363636,0.022636364,NA,0.937424868,N,0.348101266,Broad,Broad,NCM,-0.112745098,5.686538831
F2_FL_TRIAL1_A,3,F2,FL,1,A,F2,1.727272727,2.780748663,1.272077756,1.55834419,0.613204505,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.87,x,0.749,-0.189,0.00096,NA,Good,N,N,,0.1948,0.4994,0.2449,-0.0052,0.2994,0.0449,0.065,0.142170977,N,0.252336449,Field L,Field L,Broad,1.053475936,3.017587006
F2_FL_TRIAL1_B,3,F2,FL,1,B,F2,1.636363636,3.101604278,1.911686547,1.055252445,0.653329784,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.87,x,-0.793,0.581,0.00042,NA,Good,N,N,Inverted,0.1681,0.197,0.1745,-0.0319,-0.003,-0.0255,0.155,0.036578478,Y,0.732660782,Field L,Field L,Broad,1.465240642,4.966627585
F2_FL_TRIAL2_A,3,F2,FL,2,A,F2,5.133333333,6.470588235,1.457329587,2.525206588,0.511262026,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.752,0.481,0.00047999,NA,Good,N,N,Inverted,0.189428571,0.291428571,0.225571429,-0.010571429,0.091428571,0.025571429,0.125,0.07823218,N,0.63962766,Field L,Field L,Broad,1.337254902,6.914171471
F2_FL_TRIAL2_B,3,F2,FL,2,B,F2,6.866666667,8.274509804,3.502380143,1.714505396,0.336130114,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-0.743,0.411,0.00017999,NA,Bad,N,N,"Inverted, may not be auditory",0.261785714,0.227857143,0.261357143,0.061785714,0.027857143,0.061357143,NA,0.201097948,N,0.553162853,Field L,Field L,Narrow,1.407843137,17.31924644
F2_FL_TRIAL2_C,3,F2,FL,2,C,F2,7,9.37254902,3.139608711,2.06740907,0.635327372,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,0.95,x,-1.248,0.738,0.00018,NA,Good,N,N,Inverted,0.138214286,0.392928571,0.169285714,-0.061785714,0.192928571,-0.030714286,NA,0.057033256,N,0.591346154,Field L,Field L,Narrow,2.37254902,13.89511726
F2_FL_TRIAL3_A,3,F2,FL,3,A,F2,2.181818182,3.20855615,1.778661397,1.425512386,0.668385288,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1,x,-0.723,0.443,0.00024,NA,Good,N,N,Inverted,0.2294,0.4432,0.2745,0.0294,0.2432,0.0745,0.05,0.029222538,Y,0.612724758,Field L,Field L,Narrow,1.026737968,2.574623238
F2_FL_TRIAL3_B,3,F2,FL,3,B,F2,3.454545455,5.347593583,1.916436086,2.610261165,0.926517459,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1,x,0.677,-0.292,0.00023999,NA,Good,N,Y,Trough before peak,0.2476,0.2857,0.2736,0.0476,0.0857,0.0736,0.095,0.018554688,Y,0.431314623,Field L,Field L,Narrow,1.893048128,4.661728958
F2_FL_TRIAL4_A,3,F2,FL,4,A,F2,4.857142857,5.924369748,3.548719007,2.665489239,0.204490237,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,-0.757,0.246,0.00024,NA,Good,N,N,Inverted,0.164583333,0.227666667,0.192083333,-0.035416667,0.027666667,-0.007916667,NA,0.426269531,N,0.324966975,Field L,Field L,Narrow,1.067226891,26.5985453
F2_FL_TRIAL4_B,3,F2,FL,4,B,F2,4.642857143,5,2.844891315,1.783459925,0.088939113,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.05,x,0.736,-0.244,0.00024,NA,Duplicate,N,Y,Trough before peak,0.217666667,0.223666667,0.243333333,0.017666667,0.023666667,0.043333333,NA,0.660267661,N,0.331521739,Field L,Field L,Narrow,0.357142857,15.72094132
F2_FL_TRIAL5_A,3,F2,FL,5,A,F2,4.533333333,4.862745098,2.875181154,3.255981732,0.140199648,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.05,x,-0.629,0.387,0.00047999,NA,Good,N,N,Inverted,0.181538462,0.282923077,0.208538462,-0.018461538,0.082923077,0.008538462,0.35,1,N,0.615262321,Field L,Field L,Broad,0.329411765,6.326551328
F2_FL_TRIAL6_B,3,F2,FL,6,B,F2,1.214285714,3.277310924,1.050902281,2.303950222,0.81668444,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.802,0.78,3.00E-04,NA,Good,N,N,Inverted,0.202583333,0.350583333,0.251083333,0.002583333,0.150583333,0.051083333,0.12,0.014385408,Y,0.972568579,Field L,Field L,Narrow,2.06302521,6.350699104
F2_FL_TRIAL6_C,3,F2,FL,6,C,F2,3.714285714,3.613445378,1.540657773,1.419607605,-0.062832326,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,-0.685,0.342,0.00018,NA,Good,N,N,,0.190666667,0.599,0.267333333,-0.009333333,0.399,0.067333333,0.22,0.924922975,N,0.499270073,Field L,Field L,Narrow,-0.100840336,2.68286138
F2_FL_TRIAL6_D,3,F2,FL,6,D,F2,1.642857143,2.43697479,2.239750771,2.944406758,0.285128155,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.717,0.183,0.00096,NA,Good,N,N,Fat,0.20975,0.171083333,0.160833333,0.00975,-0.028916667,-0.039166667,NA,0.362873495,N,0.255230126,Field L,Field L,Broad,0.794117647,8.110603062
F2_NCM_TRIAL1_A,3,F2,NCM,1,A,F2,1.909090909,3.048128342,1.375103302,1.87532109,0.683507295,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.15,ok?,-0.3419,0.1055,0.001076,NA,Bad,N,N,Inverted and fat,0.1622,0.2774,0.391,-0.0378,0.0774,0.191,0.08,0.068216573,N,0.308569757,Broad,Broad,NCM,1.139037433,2.971546227
F2_NCM_TRIAL1_B,3,F2,NCM,1,B,F2,1.636363636,3.048128342,1.566698904,2.534443447,0.507120619,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.15,x,0.3271,-0.2103,0.00048,NA,Good,N,N,,0.2097,0.3583,0.4538,0.0097,0.1583,0.2538,0.07,0.147460938,N,0.642922654,Broad,Broad,NCM,1.411764706,7.779175842
F2_NCM_TRIAL3_A,3,F2,NCM,3,A,F2,1.9,7.882352941,2.685351208,2.633589551,1.542947353,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.25,x,0.3575,-0.1967,0.0005999,NA,Good,N,N,,0.334777778,0.206444444,0.232,0.134777778,0.006444444,0.032,0.12,0.005859375,Y,0.55020979,Broad,Broad,NCM,5.982352941,14.80280277
F2_NCM_TRIAL4_A,3,F2,NCM,4,A,F2,2.461538462,5.022624434,2.633609203,3.109083545,0.52958606,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.3,x,-0.3939,0.0971,0.00108,NA,Good,Y,N,Inverted and fat,0.1485,0.308583333,0.197833333,-0.0515,0.108583333,-0.002166667,NA,0.069128052,N,0.246509266,Broad,Broad,NCM,2.561085972,22.76689666
F2_NCM_TRIAL4_B,3,F2,NCM,4,B,F2,2.384615385,4.479638009,1.502135232,1.805707687,1.263988234,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,L,1.3,x,0.3851,-0.1751,0.000539999,NA,Good,Y,N,,0.235333333,0.342833333,0.274666667,0.035333333,0.142833333,0.074666667,0.14,0.00516946,Y,0.454687094,Broad,Broad,NCM,2.095022624,2.927622284
F2_NCM_TRIAL5_A,3,F2,NCM,5,A,F2,2.2,3.058823529,1.424279266,1.902206228,0.350812525,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,x,0.3868,-0.2065,0.00048,NA,Good,N,N,,0.134333333,0.327833333,0.30125,-0.065666667,0.127833333,0.10125,0.11,0.201007031,N,0.533867632,Broad,Broad,NCM,0.858823529,5.945005768
F2_NCM_TRIAL5_B,3,F2,NCM,5,B,F2,2.8,2.588235294,3.363671463,1.537149142,-0.067048435,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.1,ok,-0.3812,0.0945,0.0012,NA,Good,N,N,Inverted and fat,0.116416667,0.386583333,0.175083333,-0.083583333,0.186583333,-0.024916667,NA,0.450812553,N,0.247901364,Broad,Broad,NCM,-0.211764706,10.16138408
F2_NCM_TRIAL6_A,3,F2,NCM,6,A,F2,4.142857143,4.453781512,4.054572781,3.753903377,0.137604773,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.15,x,-0.3378,0.0621,0.00084,NA,Good,N,N,Inverted and fat,0.175666667,0.397,0.209666667,-0.024333333,0.197,0.009666667,0.08,1,N,0.18383659,Broad,Broad,NCM,0.310924369,6.765906364
F2_NCM_TRIAL6_B,3,F2,NCM,6,B,F2,2.714285714,2.268907563,2.267786838,1.510448797,-0.183988025,WN,1.7,WN_WN,WN,WN,F,Isolate,20,1,12,5/10/22,15,R,1.15,x,0.3824,-0.3144,0.00048,NA,Good,N,N,,0.126666667,0.315,0.290666667,-0.073333333,0.115,0.090666667,0.04,0.660267661,N,0.822175732,Broad,Broad,NCM,-0.445378151,5.933620508
F3_FL_TRIAL1_A,3,F3,FL,1,A,F3,6.833333333,9.558823529,2.208797836,1.775811756,1.091074295,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,L,0.76,x,-1.163,0.798,0.00018,NA,Good,N,N,Inverted,0.648818182,0.454090909,0.623909091,0.448818182,0.254090909,0.423909091,0.145,0.008564453,Y,0.686156492,Field L,Field L,Narrow,2.725490196,6.333525568
F3_FL_TRIAL1_B,3,F3,FL,1,B,F3,3.5,6.81372549,1.882937743,1.727929325,1.198496618,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,L,0.76,x,-1.055,0.517,0.00048,NA,Good,N,N,Inverted,0.201636364,0.365909091,0.228090909,0.001636364,0.165909091,0.028090909,0.095,0.010726858,Y,0.490047393,Field L,Field L,Broad,3.31372549,7.506535948
F3_FL_TRIAL1_C,3,F3,FL,1,C,F3,1.5,5.245098039,2.110579412,3.03547582,0.97253725,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,L,0.76,ok,0.942,-0.29,0.0009599,NA,Bad,N,N,,0.184727273,0.281727273,0.233272727,-0.015272727,0.081727273,0.033272727,0.02,0.009277344,Y,0.307855626,Field L,Field L,Broad,3.745098039,14.63744714
F3_FL_TRIAL2_A,3,F3,FL,2,A,F3,3.076923077,5.113122172,2.019139192,1.92693252,0.755775407,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,L,0.84,x,-0.978,0.357,0.00018,NA,Good,N,N,Inverted,0.242727273,0.188272727,0.229545455,0.042727273,-0.011727273,0.029545455,0.035,0.032993412,Y,0.365030675,Field L,Field L,Narrow,2.036199095,7.25341414
F3_FL_TRIAL2_B,3,F3,FL,2,B,F3,2.769230769,3.167420815,1.58922655,1.282893876,0.235656619,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,L,0.84,x,0.949,-0.357,0.00018,NA,Duplicate,N,Y,"Trough before peak; flipped and inverted version of A, ISIs don't overlap but stim histograms shows they are responding in the same ways",0.356272727,0.292818182,0.363181818,0.156272727,0.092818182,0.163181818,0.06,0.441348417,N,0.376185458,Field L,Field L,Narrow,0.398190046,2.931676256
F3_FL_TRIAL3_A,3,F3,FL,3,A,F3,1.4,2.352941176,1.429840706,1.176470588,0.484407945,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,0.91,x,1.136,-0.23,0.00017999,NA,Duplicate,N,Y,Trough before peak,0.173666667,0.330777778,0.216333333,-0.026333333,0.130777778,0.016333333,0.055,0.184572553,N,0.202464789,Field L,Field L,Narrow,0.952941176,3.791557094
F3_FL_TRIAL3_B,3,F3,FL,3,B,F3,1.8,5.705882353,1.032795559,2.057422493,2.075680293,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,0.91,x,1.196,0.519,0.00018,NA,Good,N,N,Inverted,0.371333333,0.472888889,0.387111111,0.171333333,0.272888889,0.187111111,0.085,0.001953125,Y,0.433946488,Field L,Field L,Narrow,3.905882353,3.663806228
F3_FL_TRIAL4_A,3,F3,FL,4,A,F3,7,5.798319328,2.631174058,1.562420385,-0.322853644,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,0.96,x,-1.284,0.64,0.00042,NA,Good,N,N,Inverted,0.263166667,0.530333333,0.297416667,0.063166667,0.330333333,0.097416667,NA,0.27171136,N,0.498442368,Field L,Field L,Broad,-1.201680672,13.48527646
F3_FL_TRIAL4_B,3,F3,FL,4,B,F3,3.714285714,8.991596639,2.729569462,2.107423429,2.083753172,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,0.96,x,-1.22,0.734,0.00018,NA,Good,N,N,Inverted,0.341916667,0.808916667,0.439833333,0.141916667,0.608916667,0.239833333,0.1,0.00012207,Y,0.601639344,Field L,Field L,Narrow,5.277310925,6.744650803
F3_FL_TRIAL4_C,3,F3,FL,4,C,F3,3,6.092436974,2,3.057493121,0.825787631,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,0.96,x,1.122,-0.381,0.00018,NA,Duplicate,N,Y,Trough before peak; possible duplicate of B?,0.5335,0.798166667,0.642,0.3335,0.598166667,0.442,0.11,0.017028393,Y,0.339572193,Field L,Field L,Narrow,3.092436974,13.90742178
F3_FL_TRIAL5_A,3,F3,FL,5,A,F3,5.714285714,6.428571429,3.473605341,1.622707604,0.216653198,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.01,x,-1.287,0.453,0.00036,NA,Good,N,N,Inverted,0.477692308,0.550076923,0.526769231,0.277692308,0.350076923,0.326769231,0.04,0.285762746,N,0.351981352,Field L,Field L,Narrow,0.714285715,11.0681449
F3_FL_TRIAL5_B,3,F3,FL,5,B,F3,1,2.226890756,1.176696811,1.328994678,0.753063853,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.01,x,1.207,-0.223,0.00102,NA,Good,N,N,,0.205307692,0.612769231,0.333230769,0.005307692,0.412769231,0.133230769,0.115,0.016892485,Y,0.184755592,Field L,Field L,Broad,1.226890756,2.673681237
F3_FL_TRIAL6_A,3,F3,FL,6,A,F3,5.785714286,12.98319328,1.805060043,1.702747717,2.291996996,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.06,x,-0.988,0.593,0.00024,NA,Good,N,N,,0.353153846,0.716461538,0.428461538,0.153153846,0.516461538,0.228461538,0.105,0.00012207,Y,0.600202429,Field L,Field L,Narrow,7.197478994,9.565302597
F3_FL_TRIAL6_B,3,F3,FL,6,B,F3,3.142857143,5.168067227,3.207134903,2.692457069,0.593896427,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.06,x,0.929,-0.279,0.000353,NA,Bad,N,N,,0.278923077,0.587461538,0.331538462,0.078923077,0.387461538,0.131538462,0.055,0.057983398,N,0.300322928,Field L,Field L,Narrow,2.025210084,11.96080785
F3_FL_TRIAL7_A,3,F3,FL,7,A,F3,5.692307692,9.366515836,2.868931723,2.346333103,1.141705318,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.11,x,-1.112,0.545,0.00023999,NA,Good,N,N,Inverted,0.234916667,0.544416667,0.294416667,0.034916667,0.344416667,0.094416667,0.105,0.007896443,Y,0.490107914,Field L,Field L,Narrow,3.674208144,10.53532892
F3_FL_TRIAL7_B,3,F3,FL,7,B,F3,2,6.470588235,1.870828693,2.851576387,1.311529975,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.11,x,1.082,-0.318,0.00036,NA,Good,N,Y,Trough before peak,0.302083333,0.595916667,0.361666667,0.102083333,0.395916667,0.161666667,0.025,0.007896443,Y,0.293900185,Field L,Field L,Narrow,4.470588235,11.55123769
F3_FL_TRIAL8_A,3,F3,FL,8,A,F3,1.8,4.705882353,1.014185106,1.572124952,1.970659057,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.16,x,-1.036,0.503,0.00018,NA,Good,N,N,,0.226571429,0.469928571,0.287857143,0.026571429,0.269928571,0.087857143,0.11,0.000717549,Y,0.485521236,Field L,Field L,Narrow,2.905882353,2.247197231
F3_FL_TRIAL9_A,3,F3,FL,9,A,F3,3.5,6.680672269,1.870828693,1.751187177,1.09123124,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.26,x,-1.218,0.615,0.000362,NA,Good,N,N,inverted,0.340666667,0.346333333,0.368083333,0.140666667,0.146333333,0.168083333,0.1,0.004718659,Y,0.504926108,Field L,Field L,Narrow,3.180672269,8.32450039
F3_FL_TRIAL9_B,3,F3,FL,9,B,F3,1.357142857,2.773109244,2.205138853,1.392564984,0.827382259,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.26,x,1.16,-0.433,0.00042,NA,Good,N,Y,Trough before peak,0.171333333,0.375833333,0.216666667,-0.028666667,0.175833333,0.016666667,0.135,0.016973976,Y,0.373275862,Field L,Field L,Broad,1.415966387,3.170768307
F3_NCM_TRIAL3_A,3,F3,NCM,3,A,F3,3.7,5.705882353,1.636391694,1.961764461,1.352222645,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,0.95,x,0.668,-0.284,0.00054,NA,Good,N,N,,0.314444444,0.314555556,0.334333333,0.114444444,0.114555556,0.134333333,0.035,0.016464233,Y,0.425149701,Broad,Broad,NCM,2.005882353,2.567785467
F3_NCM_TRIAL4_A,3,F3,NCM,4,A,F3,3.090909091,5.294117647,1.921173884,2.590907711,0.776714491,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.02,x,0.5165,-0.1987,0.00024,NA,Good,N,N,,0.226555556,0.438888889,0.278333333,0.026555556,0.238888889,0.078333333,0.07,0.04534035,Y,0.384704743,NS2,Narrow,NCM,2.203208556,8.174497412
F3_NCM_TRIAL5_A,3,F3,NCM,5,A,F3,2,2.352941176,1.477097892,1.202911431,0.179615057,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.07,ok,0.712,-0.35,0.00047999,NA,Good,N,N,,0.219545455,0.252,0.250818182,0.019545455,0.052,0.050818182,0.025,0.45525758,N,0.491573034,Broad,Broad,NCM,0.352941176,3.816608997
F3_NCM_TRIAL6_A,3,F3,NCM,6,A,F3,6.333333333,6.37254902,3.256694736,2.227022881,0.011446552,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.12,x,0.524,-0.35,0.00036,NA,Good,N,N,,0.188363636,0.255727273,0.193727273,-0.011636364,0.055727273,-0.006272727,NA,0.909667969,N,0.667938931,NS2,Narrow,NCM,0.039215687,11.94828912
F3_NCM_TRIAL6_B,3,F3,NCM,6,B,F3,3.833333333,5.931372549,2.081665999,2.318712712,0.750580287,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.12,ok,-0.4996,0.1238,0.00125,NA,Bad,N,N,"Inverted, fat",0.156181818,0.181,0.186727273,-0.043818182,-0.019,-0.013272727,0.055,0.037485928,Y,0.247798239,Broad,Broad,NCM,2.098039216,7.903883118
F3_NCM_TRIAL7_A,3,F3,NCM,7,A,F3,4.833333333,6.764705882,3.92737093,2.919707742,1.2807559,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.17,x,-0.5024,0.0955,0.001022,NA,Bad,Y,N,"Inverted, fat; might be noisy and not super auditory",0.173333333,0.180555556,0.162333333,-0.026666667,-0.019444444,-0.037666667,0.075,0.009277344,Y,0.19008758,Broad,Broad,NCM,1.931372549,3.913975397
F3_NCM_TRIAL7_B,3,F3,NCM,7,B,F3,7.5,9.901960785,3.705033431,3.325985401,0.542242578,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.17,x,0.5324,-0.1241,0.00042,NA,Good,Y,N,,0.346111111,0.209,0.342888889,0.146111111,0.009,0.142888889,0.045,0.203613281,N,0.233095417,Broad,Broad,NCM,2.401960785,19.88052673
F3_NCM_TRIAL8_A,3,F3,NCM,8,A,F3,2.916666667,4.117647059,2.353269808,3.279954274,0.338538938,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.22,x,0.607,-0.336,0.00048,NA,Good,N,N,Maybe not auditory?,0.250727273,0.203181818,0.263545455,0.050727273,0.003181818,0.063545455,0.16,0.346150451,N,0.55354201,Broad,Broad,NCM,1.200980392,12.78111784
F3_NCM_TRIAL8_B,3,F3,NCM,8,B,F3,2.75,4.068627451,2.050498831,1.134500937,0.660038466,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.22,x,-0.524,0.275,0.00018,NA,Good,N,Y,"Inverted, trough before peak; not auditory?",0.252545455,0.242727273,0.242454545,0.052545455,0.042727273,0.042454545,0.21,0.065153836,N,0.52480916,NS2,Narrow,NCM,1.318627451,4.078118992
F3_NCM_TRIAL9_A,3,F3,NCM,9,A,F3,15.92857143,17.5210084,5.928604528,6.057037787,0.265238339,WN,1.7,WN_WN,WN,WN,F,Isolate,23,3,11.7,5/13/22,15,R,1.37,x,0.902,-0.534,0.00024,NA,Good,N,N,Only likes stims 4 and 5,0.370083333,0.338083333,0.400833333,0.170083333,0.138083333,0.200833333,0.13,0.463134766,N,0.592017738,NS2,Narrow,NCM,1.59243697,38.23552362
